name,postcode
Foundation For Australia's Most Endangered Species Limited,5042
Bellamour Limited,4401
Vision Beyond Aus Limited,2000
Uca - North Ringwood,3134
Port Lincoln Aboriginal Health Service Inc,5606
Musicological Society Of Australia Inc,
Kids Giving Back,2030
Jerdacuttup Bush Fire Brigade,6346
St Peters Armidale Pty Ltd,2350
The Gawler Foundation Inc,3797
Anglican Parish Of Carine Duncraig,6023
Russian Orthodox Church Of St John The Baptist Outside Of Russia,2604
Canning Vale Congregation of Jehovah's Witnesses,6155
Caring 4 ASD Limited,4551
Social Venture Partners Melbourne Limited,3000
Immanuel Sports and Aquatic Centre Limited,
Congewai P&C Assoc,2325
The Trustee For Midge Weymark Foundation,2073
Upper Hunter Waterkeepers Alliance Incorporated,2337
Borden Primary School Parents And Citizens Association Incorporated,6338
NORTHAMPTON UNITING CHURCH,
Mt Warren Park State School P & C Association,4207
Psychiatric Disability Services Ofvictoria Vicserv Inc,3185
Jabiru Community Youth & Children's Serv Assoc Inc,4017
St Stephens Anglican Church Belrose,2085
Real Life Foundation Inc,3043
Pathways Farm Inc,6073
Rotary Club Of North Sydney Benevolent Fund,2062
Ferntree Gully Congregation of Jehovah's Witnesses,3160
Dalmatian Rescue Association of Western Australia Inc,6162
JESUS LOVE CHURCH INCORPORATED,2073
Manning Valley Neighbourhood Services Inc,2429
Returned Services League Bakers Hill Sub-branch,6562
Italian Welfare Organisation Newcastle Inc,2292
Australian National Islamic Library,2905
The Profield Foundation Trust,2000
Highfields Sub Branch - Rsl Queensland,4352
The Anglican Parish Of Footscray,3011
Port Phillip Pioneers Group Inc,3146
Khacho Yulo Ling Buddhist Centre Incorporated,4870
Toch Queensland Area Incorporated,4011
Returned & Services League Of Australia (Queensland Branch) Mt Molloy Sub Branch,4871
Tresca Community Centre Committee Inc,7275
Floreat Park Primary School Parents And Citizens Association Inc,6014
Baptist Church Of Australia Tahmoor ,2573
Yandina North Arm Rural Fire Brigade,4031
St Matthew's Anglican Church West Pymble,2073
Returned And Services League Of Austwingham Sub Branch,2429
Canberra Tin Lanh Church,2602
Yeddung Mura (Good Pathways) Aboriginal Corporation,2905
Central Coast Disability Network Inc,2250
Crossroads Christian Church Inc,2602
Trinity Grammar School,2130
Yarra Valley Singers Inc,3134
Biblical Ministries Worldwide Australia,2117
Griffith Local Aboriginal Land Council,2680
Kyeemagh RSL sub-Branch (RSL NSW),2216
Autism Queensland Limited,4109
Kia Ora Primary P&C Association,4570
Catholic Parish Of Christ The King Bass Hill,2199
St. Elizabeth's Anglican Church Men's Club,5046
Shepparton Uniting Church,3630
St Therese's Catholic Church Essendon,3040
Launceston Field Naturalists Club Incorporated,7259
Brighton And Districts Helping Hand Association For Intellectually Disabled Incorporated,3186
Tumut Baptist Church,2720
Presbyterian Church Of Australia Parishof Gulgong,2852
The Trustee For Catherine Opie Trust,2001
Yawoorroong Miriuwung Gajerrong Yirrgeb Noong Dawang Aboriginal Corporation,6743
The Trustee For Derby Street Gospel Trust,3061
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Bribbaree,2594
Friends Of Kimba District Parks (Friends Of Parks Inc),5641
Young Ostomates United Incorporated,3805
Milton Ulladulla District Camera Club,2539
Royal Hospital For Women Foundation,2031
V C F Account Rch Diabetic Childrens Charities Trust,3000
The Trustee For The Beresford Cambridge Bequest Trust,3053
The Sale RSL & Community Sub-Branch Inc,3850
Centenary Meals On Wheels Inc,4074
Trustees Of The Roman Catholic As Trustee For St Columba's School Yeova,2868
Uniting Church In Australia Heidelberg East Ivanhoe Parish,3084
Australian Flying Corps & Royal Australian Air Force Assoc Coogee Randwick Anch Branch,2031
The Trustee for Rural and Community Environment and Development Trust,4116
Xin Jin Shan Chinese Language And Culture School Inc.,3149
Rainbow Beach Surf Lifesaving Club ,4581
Christian Science Association Of The Pupils Of Jean I Tainsh C.S.B.,5108
Blacktown And District Environmentgroup,2147
Dental Assistants Professional Association Incorporated,2048
Hotham River Nyoongar Aboriginal Corporation,6107
Country Life Community Care Incorporated,5255
Returned And Services Of Australia (Qld Branch) Sunnybank Sub Branch Inc,4109
Mental Health Support Group Inc,2477
Helpmann Academy For The Visual And Performing Arts Inc,5067
St Aidans Anglican Church Strathmore,3041
Victoria State Emergency Service Nillumbik Unit,3095
Kingsgrove High School Parents And Citizens Association,2208
The Association For Buddhist Teaching And Learning In The Community Inc.,
The Trustee For Late Olga Mabel Woolger Estate,2001
The Helen M Kininmonth Pre School Centre Inc,3241
Kaurareg Aboriginal Land Trust,5069
Harvest Australia Church Inc,5162
Great Faith Church In Australia Incorporated,2114
Catholic Parish Of St Josephs - St Josephs Primary Coraki,2471
The Augustinians,3141
St Pauls Anglican Church Wentworthville,2145
Willow Tree Pre School Inc,2339
The Susan Harris Foundation,
The Trustee For The Bradman Museum Trust,2576
Returned & Services League Of Australia Renmark Sub Branch Inc ,5341
Cummins Community Opportunity Shop Incorporated,5631
Australian Motor Neurone Disease Registry Incorporated,2111
Leisure Connections Association Incorporated,4870
Lutheran Church Of Australia Queensland District ( Lutheran Community Care ) Trading As Zion Retirement Village,4064
Mooroolbark Christian Brethren Assembly,
Mortdale-Oatley Baptist Church Christian Education Ministries,2223
The Shore Association,2060
The Trustee For One Funky World,3066
Eagle Ministries,4556
Church Of Christ Tumby Bay,5605
Milyirrtjarra Aboriginal Corporation,872
Darnley Island Primary P&C Association,4875
Currumbin Primary P&C Association,4223
Volunteering Victoria Incorporated,3003
The Trustee For The Ford Gtho Lot 6 Foundation Scholarship Fund,3121
Links Community Services Inc.,4610
The Trustee For Elsie Murray Trust,3011
OzAfghan Charity,2148
Armidale Tree Group Incorporated,2350
Narrandera Pre School Inc ,2700
GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST PARISH OF ST THERAPON LADIES AUXILLIARY,2120
CIRCLE OF HOPE INC,4020
Uniting Church In Australia Parish Of Sunraysia,3500
PAUL STEPHEN SPIRITIST CENTRE,3206
Christian Outreach Centre,4127
Duchesne College,4067
International Soeiety For Krishna Consciousness Incorporated,3206
Rockhampton Wildlife Rescue Education And Conservation Association Inc,4702
South Johnstone Local Ambulance Committee,4859
Bogal Local Aboriginal Land Council,2471
Louisa Downs Pastoral Aboriginal Corporation,6770
THE TRUSTEE FOR THE IVANY FOUNDATION,2000
NSW Islamic Social And Cultural Association Incorporated,2161
The Mosely Trust,2060
Qcwa Branch Thangool,4680
International Society For Human Rights - Australia Inc,
Advance Morwell Incorporated,3840
Tumby Bay Life Church Inc,5605
C & D C C D A Inc,4870
Warrina Counselling Inc,
Uca - Pymble Ladies College Foundation,2073
Ghinni Ghinni Youth & Culture Aboriginal Corporation,2430
Port Vincent Uniting Church,5581
Temple Shalom Gold Coast Trust,4217
One Life Church Taree Incorporated ,2430
The Trustee For Olympic Dam Indigenous Community Trust,5000
Osiepe Incorporated,3051
Centre Against Sexual Violence Inc,4114
Healesville Indigenous Community Services Association Inc.,3777
Sydney Jewish Library Association Incorporated,2022
Johnson-Goodwin Memorial Homes,3480
Citizens Radio Emergency Service Teams Victoria Incorporated,3220
The Trustee for the Olrem Foundation,6050
Extended Hand Christian Fellowship Glenmore Park,2745
Sunshine Beach State High School P & C Association,4567
"Little Survivors International, Inc.",6992
Catholic Schools Office - Newcastle,2302
Warrawong Residents Forum Incorporated,2502
Shalom Trinity Church Incorporation,3175
The Geelong Association Of Music & Art Incorporated Gama Performing Arts Fun,3218
Kogan State School P&C Assocation,4406
Western District Supported Employment Services Incorporated,2825
AUSGRID EMPLOYEE'S CHILDREN APPEAL,2000
Planetshakers Ministries International Inc,3205
Burrendah Primary Schools P&C Assoc Inc,6155
Gloucester High School P & C Association Agriculture Sub Committee,2422
Anglicah Parish Of Kallaroo,6025
The Trustee For Abbotsford Convent Foundation Arts Trust,3067
Ngalangangpum School,6743
The Open Door Church,2067
The Sunday School Building Fund For Korean-Australian Buddhist,2196
Inman Valley Uniting Church,5211
The Trustee For The Wesley College Foundation,2006
Kwinana Christian School Incorporated,6167
Dubbo Christian Broadcasters Incorpora,2830
Samui Dog and Cat Rescue Australia (SDCRA),4557
Barcaldine Congregation of Jehovah's Witnesses,4725
Uca-Tuggerah Lake South Parish,2261
St George's College Inc,6009
Uca-Blackall Range Congreagation,4552
Returned Services League Kalgoorlie Sub-branch,6430
The Trustee For Hoskins Memorial Church Trust No.3,2000
The Trustee For The Kingdom Support Trust,3095
Kingdom Come Academy International,4300
The Graeme Hildebrand Foundation,3134
Church Of Christ York St Ballarat,3350
Catholic Parish Of St Francis Xavier Ballina,2478
Four Borders,2000
Uniting Church In Australia Augusta Congregation,6290
Camberwell Senior Citizens Centre Incorporated,3124
The Anglican Parish Of Warradale,5046
St Patrick's Catholic Primary School Trundle,2875
The Trustee For Chandler Coventry Collection Trust,2350
Arncliffe RSL sub-Branch (RSL NSW),2205
New Covenant Pentecostal Church,4034
St Marys Catholic School Parents & Friends Association,4470
Byron Bay Primary School P&C,2481
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Bede's Primary Red Hill,2603
Australian Critical Care Education Inc,2154
Abercorn Primary P&C Association,4627
Catholic Parish Of St Brigids Bulahdelah,2423
Fremantle Foundation Trust,6160
Philanthropy Australia Inc,3000
Uca - Wanda Street Mulgrave,3170
Alpine Search And Rescue Victoria Inc,3122
Sage International Ministries Incorporated,6065
Christian Emergency Food Centre Inc,3400
St Kevin's Catholic Church Ormond,3163
Dads In Distress (Dids) Incorporated,2450
Wentworth Area Chaplaincy Association Incorporated,2750
Karen Baptist Churches Of Australia Incorporated,3013
Anglican Parish Of Exmouth,6707
Sailability Victoria Inc,3191
Sharing Of Ministries Abroad (Soma Australia) Inc,2536
Christians for Justice Ltd,2021
Ngurratjuta/Pmara Ntjarra Aboriginal Corporation,870
Her Heart Limited,3113
WLT Australia Limited,2040
mosaiXmission Ltd,2066
FM Foundation Limited,3103
Brisbane Independent School Incorporated,4069
Wooragee Landcare Group Inc,3747
The Roman Catholic Bishop of Bunbury Dawesville Parish,6211
Rosedale Memorial Hall Association Incorporated,4674
Slavic Church Of Christ Incorporated,2165
Estate Margaret Lewis Reilly,3000
West Stirling Neighbourhood House Inc,6018
Jabalbina Yalanji Aboriginal Corporation RNTBC,4870
Churchlands Christian Fellowship Inc,6021
Live Prawn Productions Incorporated,2464
Liverpool School Of Creative Arts,2171
Reap Port Macquarie Hastings Incorporated,2444
Wests Group Foundation,2302
Trinity College Foundation (SA) Incorporated,5118
Towri Aboriginal Corporation,2795
Anglican Parish Of Wickham,6720
The Kwan Um School of Zen Australia,
Stillbirth And Neo-Natal Death Support (Sa) Incorporated,5043
Alzheimer's Australia Inc,2614
"INTERNATIONAL TEAMS MINISTRIES AUSTRALIA INCORPORATED AS THE OPERATOR OF A PBI
",2151
Melton Combined Youth And Special Needs Club Association,3337
Rose Family Charitable Trust,3161
R V Hall Trust,3000
Church Property Trust - Vaucluse And Rose Bay (Nth Bondi) Land Sale Ordinance,2000
Finbar Neighbourhood House Inc.,3121
Booroongen Djugun Limited (BDL),2440
Northern Illawarra Family Day Care,2518
St Patricks Parish Primary School Port Fairy,3284
College Of Electrical Training Incorporated,6027
Catholic Parish Of Our Lady Of Lourdes - Beresfield,2320
St Joseph's Catholic Primary School Nyngan Parents And Friends Associatio,2825
Inverloch Historical Society Incorporated Registered Number A33738,3996
Onslow Volunteer Marine Rescue Group Inc,6710
William Cowper Anglican School P & F Committee,2340
Science Of Spirituality Sawan Kirpal Ruhani Mission Inc,3130
Community Care Nesb Inc.,7250
Brain Injured Childrens After-Care Recovery Endeavours (Bicare) Inc,4077
Bowen Old People's Homes Society,4805
Women Lawyers Association of Queensland Inc,4001
Byron Breast Cancer Support Group,2481
St Peters Presbyterian Church Cowra,2794
The Trustee For Eyre Peninsula Community Foundation General Fund,5606
Tea Lake and the Rare Disease Association Inc,6053
Uca-Coleambally Darlington Point,2707
West Wyalong Local Aboriginal Land Council,2671
Ballarat Regional Industries Inc,3355
The Trustee For Save The Children Australia Trust,3002
St George Assyrian Language School,3073
Anglican Church Of Saint Margaret Wirrabara,5481
Qcwa Branch Morella,4732
Australian-Palestinianpartnerships In Education And Health Incorporated,5081
St Michaels Uniform Shop Hahndorf,5245
Cordeaux Gospel Trust,2526
The Hayloft Project Inc.,3056
Western Australia Christian Schools Sports Association Inc.,
UCA - Canberra Korean Uniting Church,2612
Scarborough Congregation of Jehovah's Witnesses,6018
The Trustee For Estate Fanny Carrey,3550
Anthelk Ewlpaye Association Inc,871
Padre Pio Parish Glenmore Park,2745
Gympie West Congregation of Jehovah's Witnesses,4570
World Faith Ministries Inc,6163
"SEVENTH-DAY ADVENTIST CHURCH - SOUTH QUEENSLAND CONFERENCE AS THE OPERATOR OF A PBI
",2076
Doncaster RSL Sub-Branch Welfare Patriotic Fund,3000
Jacana Green Retirement Village Inc,2731
Dhe-Tsang Buddhist Centre,6152
Galbiri Child Care and Preschool Centre Incorporation,4810
Catholic Parish Of St Mark Coptic Catholic Church,2148
Blackall Range Care Group Incorporated,4560
Gympie & District Community Centreplace Incorporated,4570
Professionals 4 People Inc,2030
Lefevre Uniting Church Taperoo,5017
THE TRUSTEE FOR KNM FOUNDATION,4011
Wellstead Primary School Parents And Citizens Association,6328
Windabout Lakes Christian Church Incorporated,6450
Returned & Services League Osborne Park Sub-branch,6017
The Congress Aboriginal Community Development And Education Associated Inc,
Holroyd Community Aid Incorporated,2160
Myendetta Rural Fire Brigade,4031
Centennial Park Parish - Acpt (1070),2000
Immanuel Christian Assembly Canberra Incorporated,2606
Christ Church Grammar School Clothing Service,6010
Australasian Golf Museum Inc,7030
Qcwa Ctee Division West Moreton Units,4307
Sikh Interfaith Council Of Victoria Inc,3130
Latrobe City Christian Church Inc,3844
Western Sydney Drug & Alcohol Resource Centre Inc ,2750
Ebor Public School P&C Assoc,2453
Christ The King Primary School,3219
The Trustee For Darumbal Charitable Trust,4701
Walkaway Primary School Parents & Citizens Association Inc,6528
Clontarf Beach State High School P&C Assn,4019
Trustees Of The Roman Catholic Church -Or The Archdiocese Of Canberra And Goulburn As Trustee For St Bernard's Primary Bateman's Bay,2536
Deafness Council Western Australia Inc,6951
Missionaries Of God's Love Sisters,2902
Longreach Meals On Wheels Incorporated,4730
Queensland Association Of Hindustani Language School Culture And Welfare Incorporated,4034
Dundas Baptist Church,
Merriwa RSL sub-Branch (RSL NSW),2329
Parent's Cafe - Fairfield Incorporated,1860
Bellevue Park State School P & C Association,4215
The Greek Orthodox Church Of Oakleigh Sts Anargiri,3166
Centacare Townsville,4814
Australian Decorative And Fine Arts Society Brisbane Incorporated,4163
